campaign_name,adset_name,ad_name,date_start,hourly_window,channel,impressions,clicks,spend,shopify_orders,shopify_revenue,shopify_cogs,total_sku_quantity,utm_source,utm_medium,utm_campaign,utm_content,utm_term,order_ids
TH-053-JACKET,Urban Pet Parents,TH-053-JACKET_ET156_IM259,2025-07-01,15:00:00 - 15:59:59,,345,3,44.4,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD,Remarketing-Custom Audience,TH-068-WILD_VP001_ET101,2025-07-01,15:00:00 - 15:59:59,,431,11,174.61,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Life Time,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,15:00:00 - 15:59:59,,69,4,39.06,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD – Life Time,Urban Pet Parents,TH-068-WILD_VP001_ET101,2025-07-01,15:00:00 - 15:59:59,,1683,23,259.21,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD,Urban Pet Parents,TH-068-WILD_VP001_ET101,2025-07-01,15:00:00 - 15:59:59,,98,2,16.96,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD – Life Time,ICP Pet Parent,TH-068-WILD_VP001_ET101,2025-07-01,15:00:00 - 15:59:59,,1292,25,233.92,0.0,0.0,0.0,0.0,,,,,,
TH-063-SILBOO,Adventure Trekkers,TH-063-SILBOO,2025-07-01,15:00:00 - 15:59:59,,206,4,69.22,0.0,0.0,0.0,0.0,,,,,,
TH - Remarketing - Video - India - IG & FB - Sales - 29/03/2025,AS3 - Remarketing IC (30) – New,TH-036-PAWTR-ET139-SP368,2025-07-01,15:00:00 - 15:59:59,,700,5,156.56,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Alt Twin,Tier 2 & 3 Pet Parents,TH-053-JACKET_ET156_IM259,2025-07-01,15:00:00 - 15:59:59,,278,5,61.24,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET,Backpacking,TH-053-JACKET_ET156_IM259,2025-07-01,15:00:00 - 15:59:59,,889,11,133.45,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Alt Twin,Backpacking,TH-053-JACKET_ET156_IM259,2025-07-01,15:00:00 - 15:59:59,,100,0,30.47,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD,ICP Pet Parent,TH-068-WILD_VP001_ET101,2025-07-01,15:00:00 - 15:59:59,,116,5,30.39,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Life Time,Remarketing,TH-053-JACKET_ET156_IM259,2025-07-01,15:00:00 - 15:59:59,,207,3,109.59,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD – HARDSCALE,Remarketing-Custom Audience,TH-068-WILD_VP001_ET101,2025-07-01,15:00:00 - 15:59:59,,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,
TH-012-SNUGBOO- Alternate Twin,Remarketing,TH-012-SNUGBOO,2025-07-01,15:00:00 - 15:59:59,,79,2,28.06,0.0,0.0,0.0,0.0,,,,,,
TH-012-SNUGBOO- Alternate Twin,Luxury Spenders,TH-012-SNUGBOO,2025-07-01,15:00:00 - 15:59:59,,270,7,94.09,0.0,0.0,0.0,0.0,,,,,,
R15D2-TH-D2 RPP - Video - India - IG & FB - Sales - 22/04/2025,Top Cities -Broad,TH-012-SNUGBOO_Static,2025-07-01,15:00:00 - 15:59:59,,666,9,267.3,0.0,0.0,0.0,0.0,,,,,,
TH-075-NAPDEN,Urban Pet Parents,TH-075-NAPDEN_SI223_VP031,2025-07-01,15:00:00 - 15:59:59,,43,1,50.26,0.0,0.0,0.0,0.0,,,,,,
TH-071-SUMMERMAT,ICP Pet Parent,TH-071-SUMMERMAT_VP001_ET101,2025-07-01,15:00:00 - 15:59:59,,107,2,46.72,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Life Time,Urban Pet Parents,TH-053-JACKET_ET156_IM259,2025-07-01,15:00:00 - 15:59:59,,79,2,19.02,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP – Life Time,Cat Lover,TH-073-SMARTSIP_ET104_TM066,2025-07-01,15:00:00 - 15:59:59,,50,1,6.44,0.0,0.0,0.0,0.0,,,,,,
TH-075-NAPDEN,ICP Pet Parent,TH-075-NAPDEN_SI223_VP031,2025-07-01,15:00:00 - 15:59:59,,44,1,19.84,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP – Life Time,Urban Pet Parents,TH-073-SMARTSIP_ET104_TM066,2025-07-01,15:00:00 - 15:59:59,,24,1,2.41,0.0,0.0,0.0,0.0,,,,,,
TH-002-SKMISH,Social Engagers,TH-002-SKMISH_VP012_TM060,2025-07-01,15:00:00 - 15:59:59,,12,0,15.94,0.0,0.0,0.0,0.0,,,,,,
TH-071-SUMMERMAT,Tier 2 & 3 Pet Parents,TH-071-SUMMERMAT_VP001_ET101,2025-07-01,15:00:00 - 15:59:59,,83,4,45.09,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Life Time,Backpacking,TH-053-JACKET_ET156_IM259,2025-07-01,15:00:00 - 15:59:59,,62,0,34.04,0.0,0.0,0.0,0.0,,,,,,
TH-056-UMB,Urban Pet Parents,TH-056-UMB_ET139_VP007,2025-07-01,15:00:00 - 15:59:59,,10,0,7.38,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD – Life Time,ICP Pet Parent,TH-068-WILD_VP001_ET101,2025-07-01,16:00:00 - 16:59:59,Direct/Unknown,1802,29,307.89,1.0,2099.0,788.0,1.0,,paid,120226090519070783,120226090519040783,120226090519050783,gid://shopify/Order/6337414922329
TH-063-SILBOO,ICP Pet Parent,TH-063-SILBOO,2025-07-01,16:00:00 - 16:59:59,Meta,184,6,68.64,1.0,1599.0,582.0,1.0,fb,120226643827580783,120226643827590783,120226643827600783,120226643827590783,gid://shopify/Order/6337451622489
Unknown Campaign - Meta,Unknown Adset - Meta,Unknown Ad - Meta,2025-07-01,16:00:00 - 16:59:59,Meta,0,0,0.0,1.0,919.0,354.0,1.0,facebook,paid,120226090519070783,Facebook_UA,120226090519050783,gid://shopify/Order/6337440251993
TH-056-UMB,Urban Pet Parents,TH-056-UMB_ET139_VP007,2025-07-01,16:00:00 - 16:59:59,,10,3,8.68,0.0,0.0,0.0,0.0,,,,,,
TH-071-SUMMERMAT,Tier 2 & 3 Pet Parents,TH-071-SUMMERMAT_VP001_ET101,2025-07-01,16:00:00 - 16:59:59,,61,5,44.39,0.0,0.0,0.0,0.0,,,,,,
R15D2-TH-D2 RPP - Video - India - IG & FB - Sales - 22/04/2025,Top Cities -Broad,TH-012-SNUGBOO_Static,2025-07-01,16:00:00 - 16:59:59,,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,
TH-063-SILBOO,Adventure Trekkers,TH-063-SILBOO,2025-07-01,16:00:00 - 16:59:59,,249,9,59.94,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Life Time,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,16:00:00 - 16:59:59,,68,2,10.69,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET,Backpacking,TH-053-JACKET_ET156_IM259,2025-07-01,16:00:00 - 16:59:59,,546,7,86.05,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Life Time,Backpacking,TH-053-JACKET_ET156_IM259,2025-07-01,16:00:00 - 16:59:59,,78,2,42.11,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD – HARDSCALE,Remarketing-Custom Audience,TH-068-WILD_VP001_ET101,2025-07-01,16:00:00 - 16:59:59,,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD,Urban Pet Parents,TH-068-WILD_VP001_ET101,2025-07-01,16:00:00 - 16:59:59,,65,0,10.43,0.0,0.0,0.0,0.0,,,,,,
TH - Remarketing - Video - India - IG & FB - Sales - 29/03/2025,AS3 - Remarketing IC (30) – New,TH-036-PAWTR-ET139-SP368,2025-07-01,16:00:00 - 16:59:59,,217,3,40.23,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Alt Twin,Backpacking,TH-053-JACKET_ET156_IM259,2025-07-01,16:00:00 - 16:59:59,,223,4,60.83,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP – Life Time,Remarketing,TH-073-SMARTSIP_ET104_TM066,2025-07-01,16:00:00 - 16:59:59,,70,2,9.41,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Life Time,Urban Pet Parents,TH-053-JACKET_ET156_IM259,2025-07-01,16:00:00 - 16:59:59,,104,1,26.0,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP,Cat Lover,TH-073-SMARTSIP_VP048_ET122,2025-07-01,16:00:00 - 16:59:59,,1202,11,128.3,0.0,0.0,0.0,0.0,,,,,,
TH-012-SNUGBOO- Alternate Twin,Luxury Spenders,TH-012-SNUGBOO,2025-07-01,16:00:00 - 16:59:59,,220,17,70.12,0.0,0.0,0.0,0.0,,,,,,
TH-012-SNUGBOO- Alternate Twin,Remarketing,TH-012-SNUGBOO,2025-07-01,16:00:00 - 16:59:59,,76,5,17.04,0.0,0.0,0.0,0.0,,,,,,
TH-012-SNUGBOO- Alternate Twin,Tier 2 Pet Parents,TH-012-SNUGBOO,2025-07-01,16:00:00 - 16:59:59,,35,3,11.33,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD,Adventure Trekkers,TH-068-WILD_VP001_ET101,2025-07-01,16:00:00 - 16:59:59,,798,13,123.2,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD,Remarketing-Custom Audience,TH-068-WILD_VP001_ET101,2025-07-01,16:00:00 - 16:59:59,,344,3,108.27,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP – Life Time,Cat Lover,TH-073-SMARTSIP_ET104_TM066,2025-07-01,16:00:00 - 16:59:59,,81,0,7.3,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP,ICP Pet Parent,TH-073-SMARTSIP_VP048_ET122,2025-07-01,16:00:00 - 16:59:59,,215,7,44.58,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD - Alternate Twin,Tier 2 Pet Parents,TH-068-WILD_VP001_ET101,2025-07-01,16:00:00 - 16:59:59,,615,6,49.36,0.0,0.0,0.0,0.0,,,,,,
TH-056-UMB,ICP Pet Parent,TH-056-UMB_ET139_VP007,2025-07-01,16:00:00 - 16:59:59,,17,2,15.69,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD – Life Time,Urban Pet Parents,TH-068-WILD_VP001_ET101,2025-07-01,16:00:00 - 16:59:59,,1695,20,284.98,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,16:00:00 - 16:59:59,,474,4,83.01,0.0,0.0,0.0,0.0,,,,,,
TH - Adv+ Shopping-2 - Video & Image - IG & FB - India - Sales - 04/05/2025,1MHO - Adv+ (Exc. Purchases (30D)),TH-037-MISTBRU-ET101-SI210-ET137-ET139 – Copy 2,2025-07-01,16:00:00 - 16:59:59,,419,6,135.5,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Life Time,Remarketing,TH-053-JACKET_ET156_IM259,2025-07-01,16:00:00 - 16:59:59,,261,4,158.53,0.0,0.0,0.0,0.0,,,,,,
TH-075-NAPDEN,Luxury Buyers,TH-075-NAPDEN_SI223_VP031,2025-07-01,16:00:00 - 16:59:59,,163,5,83.24,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP – Life Time,Urban Pet Parents,TH-073-SMARTSIP_ET104_TM066,2025-07-01,16:00:00 - 16:59:59,,38,2,3.71,0.0,0.0,0.0,0.0,,,,,,
TH-063-SILBOO,Urban Pet Parents,TH-063-SILBOO,2025-07-01,16:00:00 - 16:59:59,,154,4,57.97,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Alt Twin,Tier 2 & 3 Pet Parents,TH-053-JACKET_ET156_IM259,2025-07-01,16:00:00 - 16:59:59,,234,2,53.98,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET,Urban Pet Parents,TH-053-JACKET_ET156_IM259,2025-07-01,16:00:00 - 16:59:59,,237,5,43.96,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD - Alternate Twin,Luxury Spenders,TH-068-WILD_VP001_ET101,2025-07-01,16:00:00 - 16:59:59,,472,4,68.51,0.0,0.0,0.0,0.0,,,,,,
TH-038-PAWTR,Grooming Conscious Females,TH-038-PAWTR_ET108_ET129,2025-07-01,16:00:00 - 16:59:59,,391,7,193.09,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP – Life Time,ICP Pet Parent,TH-073-SMARTSIP_ET104_TM066,2025-07-01,16:00:00 - 16:59:59,,70,3,13.85,0.0,0.0,0.0,0.0,,,,,,
TH-071-SUMMERMAT,ICP Pet Parent,TH-071-SUMMERMAT_VP001_ET101,2025-07-01,16:00:00 - 16:59:59,,79,2,40.97,0.0,0.0,0.0,0.0,,,,,,
TH-075-NAPDEN,Urban Pet Parents,TH-075-NAPDEN_SI223_VP031,2025-07-01,16:00:00 - 16:59:59,,54,4,47.46,0.0,0.0,0.0,0.0,,,,,,
TH-056-UMB,Tier 2 & 3 Pet Parents,TH-056-UMB_ET139_VP007,2025-07-01,16:00:00 - 16:59:59,,108,6,41.26,0.0,0.0,0.0,0.0,,,,,,
TH-002-SKMISH,Social Engagers,TH-002-SKMISH_VP012_TM060,2025-07-01,16:00:00 - 16:59:59,,40,0,19.12,0.0,0.0,0.0,0.0,,,,,,
TH-002-SKMISH,Professionals Pet Parents,TH-002-SKMISH_VP012_TM060,2025-07-01,16:00:00 - 16:59:59,,20,0,8.83,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD,ICP Pet Parent,TH-068-WILD_VP001_ET101,2025-07-01,16:00:00 - 16:59:59,,89,1,36.7,0.0,0.0,0.0,0.0,,,,,,
TH-075-NAPDEN,ICP Pet Parent,TH-075-NAPDEN_SI223_VP031,2025-07-01,16:00:00 - 16:59:59,,38,0,22.06,0.0,0.0,0.0,0.0,,,,,,
R15D2-TH-D2 RPP - Video - India - IG & FB - Sales - 22/04/2025,Top Cities -Broad,TH-012-SNUGBOO_NT101_NT203 – Copy,2025-07-01,16:00:00 - 16:59:59,,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD – Life Time,ICP Pet Parent,TH-068-WILD_VP001_ET101,2025-07-01,17:00:00 - 17:59:59,Meta,1575,25,312.76,1.0,1899.0,725.0,1.0,facebook,paid,120226090519070783,120226090519040783,120226090519050783,gid://shopify/Order/6337510867033
TH-012-SNUGBOO- Alternate Twin,Remarketing,TH-012-SNUGBOO,2025-07-01,17:00:00 - 17:59:59,,90,3,24.62,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD - Alternate Twin,Tier 2 Pet Parents,TH-068-WILD_VP001_ET101,2025-07-01,17:00:00 - 17:59:59,,2,0,0.14,0.0,0.0,0.0,0.0,,,,,,
TH-063-SILBOO,ICP Pet Parent,TH-063-SILBOO,2025-07-01,17:00:00 - 17:59:59,,152,6,62.85,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Life Time,Backpacking,TH-053-JACKET_ET156_IM259,2025-07-01,17:00:00 - 17:59:59,,64,0,28.44,0.0,0.0,0.0,0.0,,,,,,
TH - Adv+ Shopping-2 - Video & Image - IG & FB - India - Sales - 04/05/2025,1MHO - Adv+ (Exc. Purchases (30D)),TH-037-MISTBRU-ET101-SI210-ET137-ET139 – Copy 2,2025-07-01,17:00:00 - 17:59:59,,399,5,130.26,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD - Alternate Twin,Remarketing,TH-068-WILD_VP001_ET101,2025-07-01,17:00:00 - 17:59:59,,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,
TH-056-UMB,Urban Pet Parents,TH-056-UMB_ET139_VP007,2025-07-01,17:00:00 - 17:59:59,,7,0,4.08,0.0,0.0,0.0,0.0,,,,,,
TH-056-UMB,ICP Pet Parent,TH-056-UMB_ET139_VP007,2025-07-01,17:00:00 - 17:59:59,,8,1,7.49,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP – Life Time,Cat Lover,TH-073-SMARTSIP_ET104_TM066,2025-07-01,17:00:00 - 17:59:59,,84,3,9.81,0.0,0.0,0.0,0.0,,,,,,
TH-012-SNUGBOO- Alternate Twin,Tier 2 Pet Parents,TH-012-SNUGBOO,2025-07-01,17:00:00 - 17:59:59,,34,1,6.35,0.0,0.0,0.0,0.0,,,,,,
TH-038-PAWTR,ICP Pet Parent,TH-038-PAWTR_ET108_ET129,2025-07-01,17:00:00 - 17:59:59,,6,0,2.67,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP,Cat Lover,TH-073-SMARTSIP_VP048_ET122,2025-07-01,17:00:00 - 17:59:59,,739,10,72.91,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Alt Twin,Backpacking,TH-053-JACKET_ET156_IM259,2025-07-01,17:00:00 - 17:59:59,,101,0,33.7,0.0,0.0,0.0,0.0,,,,,,
TH-075-NAPDEN,ICP Pet Parent,TH-075-NAPDEN_SI223_VP031,2025-07-01,17:00:00 - 17:59:59,,39,1,17.79,0.0,0.0,0.0,0.0,,,,,,
TH-071-SUMMERMAT,ICP Pet Parent,TH-071-SUMMERMAT_VP001_ET101,2025-07-01,17:00:00 - 17:59:59,,52,4,35.01,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD,Adventure Trekkers,TH-068-WILD_VP001_ET101,2025-07-01,17:00:00 - 17:59:59,,1076,10,135.63,0.0,0.0,0.0,0.0,,,,,,
TH-063-SILBOO,Adventure Trekkers,TH-063-SILBOO,2025-07-01,17:00:00 - 17:59:59,,189,2,57.79,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Life Time,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,17:00:00 - 17:59:59,,80,2,20.46,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP – Life Time,Remarketing,TH-073-SMARTSIP_ET104_TM066,2025-07-01,17:00:00 - 17:59:59,,93,0,9.31,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD – HARDSCALE,Remarketing-Custom Audience,TH-068-WILD_VP001_ET101,2025-07-01,17:00:00 - 17:59:59,,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD – Life Time,Urban Pet Parents,TH-068-WILD_VP001_ET101,2025-07-01,17:00:00 - 17:59:59,,1810,19,291.6,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP,ICP Pet Parent,TH-073-SMARTSIP_VP048_ET122,2025-07-01,17:00:00 - 17:59:59,,262,3,33.05,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD - Alternate Twin,Luxury Spenders,TH-068-WILD_VP001_ET101,2025-07-01,17:00:00 - 17:59:59,,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,
TH-012-SNUGBOO- Alternate Twin,Luxury Spenders,TH-012-SNUGBOO,2025-07-01,17:00:00 - 17:59:59,,158,6,50.14,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP – Life Time,ICP Pet Parent,TH-073-SMARTSIP_ET104_TM066,2025-07-01,17:00:00 - 17:59:59,,78,4,9.55,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET,Urban Pet Parents,TH-053-JACKET_ET156_IM259,2025-07-01,17:00:00 - 17:59:59,,302,4,60.64,0.0,0.0,0.0,0.0,,,,,,
TH-056-UMB,Tier 2 & 3 Pet Parents,TH-056-UMB_ET139_VP007,2025-07-01,17:00:00 - 17:59:59,,145,7,46.18,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD,ICP Pet Parent,TH-068-WILD_VP001_ET101,2025-07-01,17:00:00 - 17:59:59,,72,4,19.28,0.0,0.0,0.0,0.0,,,,,,
R15D2-TH-D2 RPP - Video - India - IG & FB - Sales - 22/04/2025,Top Cities -Broad,TH-012-SNUGBOO_Static,2025-07-01,17:00:00 - 17:59:59,,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,
TH-075-NAPDEN,Luxury Buyers,TH-075-NAPDEN_SI223_VP031,2025-07-01,17:00:00 - 17:59:59,,114,6,52.99,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET,Backpacking,TH-053-JACKET_ET156_IM259,2025-07-01,17:00:00 - 17:59:59,,680,12,128.6,0.0,0.0,0.0,0.0,,,,,,
R15D2-TH-D2 RPP - Video - India - IG & FB - Sales - 22/04/2025,Top Cities -Broad,TH-068-WILD_Static,2025-07-01,17:00:00 - 17:59:59,,1,0,0.46,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD,Remarketing-Custom Audience,TH-068-WILD_VP001_ET101,2025-07-01,17:00:00 - 17:59:59,,481,10,191.33,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Alt Twin,Tier 2 & 3 Pet Parents,TH-053-JACKET_ET156_IM259,2025-07-01,17:00:00 - 17:59:59,,142,4,41.79,0.0,0.0,0.0,0.0,,,,,,
TH-002-SKMISH,Professionals Pet Parents,TH-002-SKMISH_VP012_TM060,2025-07-01,17:00:00 - 17:59:59,,4,1,4.88,0.0,0.0,0.0,0.0,,,,,,
TH-071-SUMMERMAT,Urban Pet Parents,TH-071-SUMMERMAT_VP001_ET101,2025-07-01,17:00:00 - 17:59:59,,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,17:00:00 - 17:59:59,,500,4,107.0,0.0,0.0,0.0,0.0,,,,,,
TH-063-SILBOO,Urban Pet Parents,TH-063-SILBOO,2025-07-01,17:00:00 - 17:59:59,,144,3,35.35,0.0,0.0,0.0,0.0,,,,,,
TH-075-NAPDEN,Urban Pet Parents,TH-075-NAPDEN_SI223_VP031,2025-07-01,17:00:00 - 17:59:59,,24,1,8.65,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Life Time,Remarketing,TH-053-JACKET_ET156_IM259,2025-07-01,17:00:00 - 17:59:59,,278,1,148.91,0.0,0.0,0.0,0.0,,,,,,
R15D2-TH-D2 RPP - Video - India - IG & FB - Sales - 22/04/2025,Top Cities -Broad,TH-012-SNUGBOO_NT101_NT203 – Copy,2025-07-01,17:00:00 - 17:59:59,,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,
TH-002-SKMISH,TH-002-SKMISH-ST-CRO,TH-002-SKMISH,2025-07-01,17:00:00 - 17:59:59,,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD,Urban Pet Parents,TH-068-WILD_VP001_ET101,2025-07-01,17:00:00 - 17:59:59,,72,2,15.63,0.0,0.0,0.0,0.0,,,,,,
TH-071-SUMMERMAT,Tier 2 & 3 Pet Parents,TH-071-SUMMERMAT_VP001_ET101,2025-07-01,17:00:00 - 17:59:59,,61,0,50.63,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP – Life Time,Urban Pet Parents,TH-073-SMARTSIP_ET104_TM066,2025-07-01,17:00:00 - 17:59:59,,38,0,6.98,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Life Time,Urban Pet Parents,TH-053-JACKET_ET156_IM259,2025-07-01,17:00:00 - 17:59:59,,87,1,21.12,0.0,0.0,0.0,0.0,,,,,,
TH-002-SKMISH,Social Engagers,TH-002-SKMISH_VP012_TM060,2025-07-01,17:00:00 - 17:59:59,,24,0,10.7,0.0,0.0,0.0,0.0,,,,,,
TH-038-PAWTR,Grooming Conscious Females,TH-038-PAWTR_ET108_ET129,2025-07-01,17:00:00 - 17:59:59,,296,11,131.35,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Life Time,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,18:00:00 - 18:59:59,Meta,75,1,24.07,1.0,2399.0,832.0,1.0,ig,120226599037790783,120226599037750783,120226599037810783,120226599037750783,gid://shopify/Order/6337582989401
TH-056-UMB,ICP Pet Parent,TH-056-UMB_ET139_VP007,2025-07-01,18:00:00 - 18:59:59,,4,0,4.32,0.0,0.0,0.0,0.0,,,,,,
TH-073-SMARTSIP,ICP Pet Parent,TH-073-SMARTSIP_VP048_ET122,2025-07-01,18:00:00 - 18:59:59,,14,0,1.42,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD – Life Time,ICP Pet Parent,TH-068-WILD_VP001_ET101,2025-07-01,18:00:00 - 18:59:59,,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD,Remarketing-Custom Audience,TH-068-WILD_VP001_ET101,2025-07-01,18:00:00 - 18:59:59,,554,2,197.63,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD - Alternate Twin,Luxury Spenders,TH-068-WILD_VP001_ET101,2025-07-01,18:00:00 - 18:59:59,,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,
TH-038-PAWTR,ICP Pet Parent,TH-038-PAWTR_ET108_ET129,2025-07-01,18:00:00 - 18:59:59,,5,2,0.44,0.0,0.0,0.0,0.0,,,,,,
TH-075-NAPDEN,Urban Pet Parents,TH-075-NAPDEN_SI223_VP031,2025-07-01,18:00:00 - 18:59:59,,1,0,0.78,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET,ICP Pet Parent,TH-053-JACKET_ET156_IM259,2025-07-01,18:00:00 - 18:59:59,,519,4,90.03,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD – Life Time,Urban Pet Parents,TH-068-WILD_VP001_ET101,2025-07-01,18:00:00 - 18:59:59,,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,
TH-056-UMB,Urban Pet Parents,TH-056-UMB_ET139_VP007,2025-07-01,18:00:00 - 18:59:59,,4,0,1.96,0.0,0.0,0.0,0.0,,,,,,
TH-063-SILBOO,Adventure Trekkers,TH-063-SILBOO,2025-07-01,18:00:00 - 18:59:59,,59,6,17.43,0.0,0.0,0.0,0.0,,,,,,
R15D2-TH-D2 RPP - Video - India - IG & FB - Sales - 22/04/2025,Top Cities -Broad,TH-012-SNUGBOO_Static,2025-07-01,18:00:00 - 18:59:59,,60,4,28.91,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD,ICP Pet Parent,TH-068-WILD_VP001_ET101,2025-07-01,18:00:00 - 18:59:59,,165,7,70.43,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET,Urban Pet Parents,TH-053-JACKET_ET156_IM259,2025-07-01,18:00:00 - 18:59:59,,259,2,43.05,0.0,0.0,0.0,0.0,,,,,,
TH-012-SNUGBOO- Alternate Twin,Luxury Spenders,TH-012-SNUGBOO,2025-07-01,18:00:00 - 18:59:59,,16,1,13.44,0.0,0.0,0.0,0.0,,,,,,
TH-063-SILBOO,Urban Pet Parents,TH-063-SILBOO,2025-07-01,18:00:00 - 18:59:59,,73,6,24.37,0.0,0.0,0.0,0.0,,,,,,
TH-053-JACKET – Alt Twin,Tier 2 & 3 Pet Parents,TH-053-JACKET_ET156_IM259,2025-07-01,18:00:00 - 18:59:59,,35,3,4.54,0.0,0.0,0.0,0.0,,,,,,
TH-002-SKMISH,Social Engagers,TH-002-SKMISH_VP012_TM060,2025-07-01,18:00:00 - 18:59:59,,4,0,2.73,0.0,0.0,0.0,0.0,,,,,,
TH-063-SILBOO,ICP Pet Parent,TH-063-SILBOO,2025-07-01,18:00:00 - 18:59:59,,57,1,12.97,0.0,0.0,0.0,0.0,,,,,,
TH-068-WILD - Alternate Twin,Tier 2 Pet Parents,TH-068-WILD_VP001_ET101,2025-07-01,18:00:00 - 18:59:59,,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,
